"SUMMARY"
"Policy Id","Policy Title","Policy Locking","Policy Modified","Policy Last Evaluated","Asset Groups","IPs","Asset Tags","PC Agent IPs","Technologies","Controls","Assets","Control Instances","Passed","Failures","Error","Approved Exceptions","Pending Exceptions"
"6316727","CIS Benchmark for Oracle Linux 9, v2.0.0 [Automated and Manual, Level 1 and Level 2] v.7.0","Locked","12/18/2025 at 12:47:26 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","OEL 9.4 - for Compliance scan","","","No","Oracle Enterprise Linux 9.x","695","1","695","655(94.24%)","40(5.76%)","0","0","0"
Control Statistics (Percentage of Hosts Passed per Control)
"Order","Control ID","Deprecated","Statement","Criticality Label","Criticality Value","Percentage"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","28954","1.1.1.2.b","Oracle Enterprise Linux 9.x","Status of 'install freevxfs' setting from '/lib/modprobe.d/*.conf /etc/modprobe.d/*.conf /run/modprobe.d/*.conf'","SERIOUS","3","os","The freevxfs kernel module is a file system driver in the Linux kernel that supports the VxFS (Veritas File System) format, which is commonly used in enterprise environments. This module allows Linux to read and write to VxFS file systems, enabling interoperability with systems that utilize this file system type. Misconfiguration can lead to several security risks, including unauthorized access to sensitive data if proper permissions are not set. Additionally, it may expose the system to vulnerabilities due to inadequate handling of file system features, such as improper access control or data integrity issues, which could be exploited by attackers. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>install freevxfs</b> from <b>/etc/modprobe.d/*.conf</b> files.

======Expected Value(s)======
Module not exist
------------ OR ------------
matches regular expression list
.+:\s*install\s+freevxfs\s+/bin/(true|false)\s*$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Module not exist
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29249","5.3.2.1.d","Oracle Enterprise Linux 9.x","Status of 'pam_pwhistory.so' in auth-select's active profile configurations (system-auth)","SERIOUS","3","os","The pam_pwhistory.so module, used in auth-select's active profile (typically system-auth), enforces password history policies on Linux systems. It ensures that users do not reuse old passwords by keeping track of previously used ones. This module can be configured with parameters like the number of previous passwords to remember, preventing users from selecting recent or insecure passwords. Misconfiguration can lead to weak password policies, allowing users to reuse recent or easily guessed passwords. This reduces password complexity and increases the risk of unauthorized access, making the system vulnerable to brute force or credential-stuffing attacks. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>pam_pwhistory.so</b> in auth-select's active profile configurations <b>(system-auth)</b>.

======Expected Value(s)======
matches regular expression list
.*pam_pwhistory\.so.*

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
/usr/share/authselect/default/sssd/system-auth:password requisite pam_pwhistory.so use_authtok {include if ""with-pwhistory""}
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","27889","2.1.12.b","Oracle Enterprise Linux 9.x","Status of the 'rpcbind.socket' service on host","SERIOUS","3","os","The rpcbind.socket service is a crucial component for facilitating communication between networked systems through the Remote Procedure Call (RPC) protocol. It operates by listening for incoming RPC requests from client machines, allowing programs on one system to execute code on remote computers seamlessly. Employing systemd's socket activation feature, it ensures that RPC services are initiated dynamically upon connection requests, optimizing resource usage by starting them only when needed. This integration with systemd enhances system efficiency and responsiveness, enabling efficient communication between networked applications while conserving resources during idle periods. This should be configured according to the needs of the business.","Passed","","0","The following List String value of <b>X</b> indicates the status of <b>rpcbind.socket</b> service on the host.

======Expected Value(s)======
Service not found
------------ OR ------------
does not contain regular expression list
enabled

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Service not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29224","5.3.3.4.3.b","Oracle Enterprise Linux 9.x","Status of sha512 or yescrypt for pam_unix.so in /etc/pam.d/system-auth","SERIOUS","3","os","SHA-512 is a widely used, robust hashing algorithm providing good security, while yescrypt offers enhanced resistance against brute-force attacks and is designed for modern hardware. Opting for yescrypt can provide better performance and security for systems requiring strong password protection. Misconfiguration can lead to significant security risks, such as weak password storage that is susceptible to brute-force attacks or dictionary attacks. For example, using outdated hashing algorithms or weak parameters can allow attackers to easily crack passwords, compromising user accounts and sensitive data. Additionally, improper settings may expose the system to unauthorized access, increasing the risk of data breaches and system exploitation. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the password hashing algorithm <b>sha512 or yescrypt for pam_unix.so</b> in <b>/etc/pam.d/system-auth</b>.

======Expected Value(s)======
matches regular expression list
.*password.*pam_unix\.so.*(sha512|yescrypt)\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
password sufficient pam_unix.so sha512 shadow use_authtok
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","9374","2.2.5","Oracle Enterprise Linux 9.x","Status of the 'Trivial File Transfer Protocol (TFTP)' protocol","CRITICAL","4","os","The Trivial File Transfer Protocol (TFTP) is a file transfer protocol, typically used to automatically transfer configuration or boot files between machines. There is no authentication required for using TFTP protocol hence, it can be easily hacked. The protocol/service should be configured according to the needs of the business","Passed","","0","The List String value of <b>X</b> indicates if the <b>Trivial File Transfer Protocol (TFTP)</b> package is installed on the host.

======Expected Value(s)======
Package Not Found
------------ OR ------------
does not contain regular expression list
^tftp-.*

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Package Not Found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","10156","3.1.1.c","Oracle Enterprise Linux 9.x","Status of the 'net.ipv6.conf.default.disable_ipv6' network parameter at runtime","SERIOUS","3","os","IPv6 is the new version of Internet addressing protocol.  It is the successor to IPv4, the most widely deployed Internet protocol to connect devices to the Internet.  If IPv6 is not required or used, then it is prudent to disable the protocol as it adds one more vector for attack and potential misconfigurations.  IPv6 protocol should be configured as appropriate to the needs of the business.","Passed","","0","The following Integer value <b>X</b> indicates the current status of the <b>net.ipv6.conf.default.disable_ipv6</b> kernel parameter at runtime.

======Expected Value(s)======
Setting not found
------------ OR ------------
less than or equal to
0

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
0
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","4968","6.2.4.1.p","Oracle Enterprise Linux 9.x","Ownership set for the '/var/log/auth.log' file","SERIOUS","3","os","The '/var/log/auth.log' file captures network service start ups and commands like usermod and change owner.  As information on these changes can provide a starting point for unauthorized users to breach security, file ownership should be set according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>Ownership</b> and <b>Permissions</b> set for the <b>/var/log/auth.log</b> file.

======Expected Value(s)======
File not found
------------ OR ------------
matches regular expression list
^(root|syslog):(root|adm):[-r][-w]-[-r]-----.?:/var/log/auth.log

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
File not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29161","5.3.2.4.b","Oracle Enterprise Linux 9.x","Status of the pam_pwhistory module is enabled in /etc/pam.d/system-auth","SERIOUS","3","os","The pam_pwhistory module is configured in the /etc/pam.d/system-auth file to enforce password history policies on a Linux system. This module helps maintain security by preventing users from reusing their previous passwords, ensuring that each new password is unique compared to a defined number of recent passwords. Misconfiguration may allow users to reuse their old passwords, significantly weakening password security. This could lead to unauthorized access if attackers exploit known passwords or if users choose easily guessable ones. Additionally, inadequate settings may fail to enforce strong password policies, increasing the risk of brute-force attacks. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>pam_pwhistory</b> in the <b>/etc/pam.d/system-auth</b>.

======Expected Value(s)======
matches regular expression list
^\s*password\h+(requisite|required)\s+pam_pwhistory\.so\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
password requisite pam_pwhistory.so remember=5 use_authtok
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","17296","4.1.1,4.1.2.f,4.2.1.c,4.2.2.c,4.3.1.f,4.3.2.f","Oracle Enterprise Linux 9.x","Status of 'nftables' package on the system","SERIOUS","3","os","The 'nftables' subsystem of the Linux kernel provides filtering and classification of network packets/datagrams/frames. The 'nftables' is the successor to iptables. With nftables, the simpler syntax, much like BPF (Berkely Packet Filter) means shorter lines and less repetition. Support for nftables should also be compiled into the kernel, together with the related nftables modules. Please ensure that your kernel supports nf_tables before choosing this option. The 'nftables' package should be installed and configured according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the current status of the <b>nftables</b> package installed on the host.

======Expected Value(s)======
matches regular expression list
^nftables-.*

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
nftables-1.0.9-1.el9.x86_64
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","12757","2.1.9.b","Oracle Enterprise Linux 9.x","Status of the 'nfs-server' systemd service","SERIOUS","3","os","The Network File System (NFS) is one of the first and most widely distributed file systems in the UNIX environment. It provides the ability for systems to mount file systems of other servers through the network. If the system does not export NFS shares or act as an NFS client, it is recommended that these services be disabled to reduce remote attack surface. This should be configured according to the needs of the business.","Passed","","0","The following List String value of <b>X</b> indicate the status of '<b>nfs-server</b>' service on the host.

======Expected Value(s)======
Service Not Found
------------ OR ------------
does not contain regular expression list
enabled

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
masked
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29304","6.3.3.7.h","Oracle Enterprise Linux 9.x","Status of runtime audit rules for 'openat', using auditctl (with UID_MIN check)","SERIOUS","3","os","The 'openat' system call is responsible for opening the files specified by pathname, where the path specifies a relative path and determined by file descriptor 'fd' instead of the current working directory. If a non-privileged users, non-daemon event, or permission is denied while attempting to open a file on the host, an audit record is written. These 'open' audit records are reported to a repository for review and investigation. As the 'open' system call is part of the Audit subsystem and is legal evidence of chronological activity on the host, the configuration of this system call should be done according to the needs of the business. Note: This control checks audit rules for 'openat' along with UID_MIN check.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>openat</b> parameter set with <b>UID_MIN</b>using <b>auditctl command</b>.

======Expected Value(s)======
matches regular expression list
\bopenat\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
-a always,exit -F arch=b64 -S open,truncate,ftruncate,creat,openat -F exit=-EACCES -F auid>=1000 -F auid!=-1 -F key=access
-a always,exit -F arch=b32 -S open,creat,truncate,ftruncate,openat -F exit=-EACCES -F auid>=1000 -F auid!=-1 -F key=access
-a always,exit -F arch=b64 -S open,truncate,ftruncate,creat,openat -F exit=-EPERM -F auid>=1000 -F auid!=-1 -F key=access
-a always,exit -F arch=b32 -S open,creat,truncate,ftruncate,openat -F exit=-EPERM -F auid>=1000 -F auid!=-1 -F key=access
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","22692","2.1.12.a","Oracle Enterprise Linux 9.x","Status of the 'rpcbind' package installation.","MINIMAL","1","os","Remote Procedure Call (RPC) is a method for creating low level client server applications across different system architectures. It requires an RPC compliant client listening on a network port. The supporting package is rpcbind."" If RPC is not required, it is recommended that this services be removed to reduce the remote attack surface.This must be configured as per the needs of the business.","Passed","","0","The following List String value(s) of <b>X</b> indicate the status of the '<b>rpcbind</b>' package installation on the host.

======Expected Value(s)======
Package not found
------------ OR ------------
does not contain regular expression list
.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Package not found
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","4991","7.1.3.b","Oracle Enterprise Linux 9.x","Status of the 'Ownership' settings for the '/etc/group' file","CRITICAL","4","os","The '/etc/group' file contains a list of all groups, the group id numbers, as well as the users defined within them.  As unrestricted access on this file's contents could facilitate privilege escalation and/or DoS attacks, ownership should be assigned as appropriate to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>Ownership and Permissions</b> settings within the <b>/etc/group</b> file on the host.

======Expected Value(s)======
matches regular expression list
^root:root:[-r][-w]-[-r]--[-r]--.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:root:rw-r--r--.:/etc/group
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","23747","6.2.1.1.a","Oracle Enterprise Linux 9.x","Status of 'systemd-journald.service' service","CRITICAL","4","os","The systemd-journald is a system service that collects and stores logging data. It creates and maintains structured, indexed journals based on logging information that is received from a variety of sources. If the systemd-journald service is not enabled to start on boot, the system will not capture logging events. Please configure the services as appropriate to the needs of the business.","Passed","","0","The List String value of <b>X</b> indicates the status of the <b>systemd-journald.service</b> service using <b>systemd</b> on the host.

======Expected Value(s)======
matches regular expression list
enabled|static

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
static
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29315","6.3.3.9.i","Oracle Enterprise Linux 9.x","Status of the 'lsetxattr' syscall parameter defined in the '/etc/audit/rules.d/*.rules' files (with UID_MIN check)","SERIOUS","3","os","The 'lsetxattr' syscall parameter defines the extended attribute value by name and path on the symbolic link itself. As there several well known DoS and kernel-bypassing exploits involving extended attributes. As the effective audit configuration gets generated from the files under /etc/audit/rules.d/ folder, this syscall parameter should be configured in these files according to the needs of the business. Note: This control checks audit rules for 'lsetxattr' along with UID_MIN check.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>lsetxattr</b> parameter set with <b>UID_MIN</b>in <b>/etc/audit/rules.d/*.rules</b>.

======Expected Value(s)======
matches regular expression list
\blsetxattr\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
/etc/audit/rules.d/99-cis-hardening.rules:-a always,exit -F arch=b64 -S setxattr -S lsetxattr -S fsetxattr -S removexattr -S lremovexattr -S fremovexattr -F auid>=1000 -F auid!=unset -k perm_mod
/etc/audit/rules.d/99-cis-hardening.rules:-a always,exit -F arch=b32 -S setxattr -S lsetxattr -S fsetxattr -S removexattr -S lremovexattr -S fremovexattr -F auid>=1000 -F auid!=unset -k perm_mod
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","7348","2.4.1.6.c","Oracle Enterprise Linux 9.x","Status of the 'Ownership' settings for the '/etc/cron.monthly' directory","CRITICAL","4","os","The '/etc/cron.monthly' directory holds files with specific commands scheduled to run on a monthly basis.  As these files contain specific network and host information that can be used in exploits, the access to this directory should be configured according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>Ownership and Permissions</b> settings for the <b>/etc/cron.monthly</b> directory.

======Expected Value(s)======
matches regular expression list
^root:root:[-r][-w][-x]------.?:/etc/cron.monthly$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:root:rwx------.:/etc/cron.monthly
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","28955","1.1.1.3.b","Oracle Enterprise Linux 9.x","Status of 'install hfs' setting from '/lib/modprobe.d/*.conf /etc/modprobe.d/*.conf /run/modprobe.d/*.conf'","SERIOUS","3","os","The HFS (Hierarchical File System) kernel module is used in Unix-like operating systems to provide support for Apple's HFS and HFS+ file systems.Misconfiguration can lead to security risks such as unauthorized access to sensitive data, data corruption, and potential exploitation through vulnerabilities in the file system. Additionally, improper permissions may allow malicious users to manipulate files or execute unauthorized code, compromising system integrity and confidentiality. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>install hfs</b> from <b>/etc/modprobe.d/*.conf</b> files.

======Expected Value(s)======
Module not exist
------------ OR ------------
matches regular expression list
.+:\s*install\s+hfs\s+/bin/(true|false)\s*$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
Module not exist
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","20572","5.3.3.1.2.a","Oracle Enterprise Linux 9.x","Status of 'unlock_time' setting configured in /etc/security/faillock.conf file","SERIOUS","3","os","The faillock.conf provides a way to configure the default settings for locking the user after multiple failed authentication attempts. This file was incorporated to centralize the configuration of the pam_faillock.so module. The unlock_time setting specifies that the user account access will be re-enabled after n seconds after the lock out. The default is 600. By limiting the number of failed login attempts, the risk of unauthorized system access via user password guessing, brute-forcing is reduced. Limits are imposed by locking the account. This setting should be configured according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicates the status of <b>unlock_time</b> setting configured in <b>/etc/security/faillock.conf</b> file on the system.

======Expected Value(s)======
matches regular expression list
^(0|9[0-9][0-9]|[1-9][0-9]{3,})$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
900
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","26814","5.1.15","Oracle Enterprise Linux 9.x","Status of the 'loglevel' setting in /etc/ssh/sshd_config and files included within /etc/ssh/sshd_config with 'Include' parameter","CRITICAL","4","os","In many situations, such as Incident Response, it is important to determine when a particular user was active on a system. The log level record can eliminate those users who disconnected, which helps narrow the field.This information is important for SSH key management, especially in legacy environments.This must be configured as per the needs of the business.","Failed","Edit the /etc/ssh/sshd_config file to set the parameter above any Include entries as
follows:
LogLevel VERBOSE
OR
LogLevel INFO

If Include locations besides, or in addition to /etc/ssh/sshd_config.d/*.conf and/or Match set statements are used in your environment, those locations should be checked for the correct configuration as well.","0","The following List String value(s) <b>X</b> indicate the status of <b>loglevel</b> setting configured in <b>/etc/ssh/sshd_config</b> and within the files mentioned with the <b>Include</b> parameter in this file.

======Expected Value(s)======
matches regular expression list
.+:\s*loglevel\s*(VERBOSE|INFO)\s*$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
/etc/ssh/sshd_config.d/99-cis-hardening.conf:LogLevel VERBOSE
/etc/ssh/sshd_config:LogLevel DEBUG3
","	======Unexpected values======
/etc/ssh/sshd_config:LogLevel DEBUG3","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Failed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","9336","6.3.1.4.a","Oracle Enterprise Linux 9.x","Status of Auditd service","CRITICAL","4","os","The 'Auditd'  daemon is used to record system events. Capturing of system events provides system administrators with information to allow them to determine if unauthorized access to their system is occurring. This  should be configured according to the needs of the business.","Passed","","0","The List String value of <b>X</b> indicates the status of the <b>auditd</b> service using <b>systemd</b> on the host.

======Expected Value(s)======
matches regular expression list
\benabled\b

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
enabled
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","7077","7.1.9.b","Oracle Enterprise Linux 9.x","Status of the 'Ownership' settings for the '/etc/shells' file","SERIOUS","3","os","The '/etc/shells' file contains login shell complete pathnames and several programs consult /etc/shells to determine if a user is a normal user.  As there are several known shell injection and privilege escalation exploits, the access configuration to '/etc/shells' should be done according to the needs of the business.","Passed","","0","The following List String value(s) <b>X</b> indicate the current <b>Ownership and Permissions</b> settings for the <b>/etc/shells</b> file.

======Expected Value(s)======
matches regular expression list
^root:root:[-r][-w]-[-r]--[-r]--.+

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:root:rw-r--r--.:/etc/shells
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","27274","6.2.4.1.z","Oracle Enterprise Linux 9.x","Status of the 'Permissions' set for the '/var/log/sssd' directory","SERIOUS","3","os","The System Security Services Daemon (SSSD) provides access to different identity and authentication providers. SSSD is an intermediary between local clients and any configured data store. SSSD uses a number of log files to report information about its operation, located in the /var/log/sssd/ directory. The ownership and permission of this directory should be closely monitored to prevent unauthorized access/modification and should be configured according to the business needs and the organization's security policies.","Failed","Review, verify and configure the file/directory as per the business requirements and the organization's security policy.
Example

$chown [Ownership] [File|Directory]

# chmod 600 /var/log/sssd","0","The following List String <b>X</b> indicate the <b>ownership and permissions</b> set for <b>/var/log/sssd</b> directory.

======Expected Value(s)======
Directory not found
------------ OR ------------
matches regular expression list
^(root|SSSD):(root|SSSD):[-r][-w]-[-r][-w]----.?:/var/log/sssd

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
root:root:rwxr-x---.:/var/log/sssd
","	======Unexpected values======
root:root:rwxr-x---.:/var/log/sssd
======Missing values======
^(root|SSSD):(root|SSSD):[-r][-w]-[-r][-w]----.?:/var/log/sssd
------------ OR ------------
Directory not found","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Failed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","29288","1.1.1.5.c","Oracle Enterprise Linux 9.x","Status of 'blacklist jffs2' setting from '/lib/modprobe.d/*.conf /etc/modprobe.d/*.conf /run/modprobe.d/*.conf'","SERIOUS","3","os","The status of the blacklist setting for the JFFS2 module refers to the configuration that determines which files or directories should be excluded from being managed or monitored by the JFFS2 file system. This setting is crucial for optimizing performance and ensuring that certain files are not subject to wear-leveling processes. Misconfiguration can lead to security risks such as unauthorized access to sensitive files, increased exposure to data corruption, and potential exploitation of unmonitored vulnerabilities. Additionally, improperly blacklisted files may compromise system integrity and performance, allowing malicious entities to manipulate or disrupt file operations. Configure this setting as per the business requirements or the organization's security policy.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>blacklist setting</b> for the <b>jffs2 module</b>.

======Expected Value(s)======
Module not exist
------------ OR ------------
matches regular expression list
.+:\s*blacklist\s+jffs2$

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
/etc/modprobe.d/cis-disable-jffs2.conf:blacklist jffs2
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
"192.168.54.26","oel-cis-1216.coe.hv","","AGENT","Oracle Enterprise Linux 9.4","cpe:/o:oracle:linux:9:4:server","01/19/2026 at 20:03:45 (GMT+0000)","01/19/2026 at 20:05:22 (GMT+0000)","26649","3.1.3.c","Oracle Enterprise Linux 9.x","Status of the 'bluetooth' service using systemctl","SERIOUS","3","os","The  'Bluetooth' service is a wireless protocol for exchanging data over short distances from fixed and mobile devices, creating personal area networks (PANs) and can transmit at up to 1 Mb of data.  As Bluetooth technology has had its share of security problems with traffic interception and is unlikely to be needed on the host, this capability should be disabled/restricted as appropriate to the needs of the business.","Passed","","0","The following List String value of <b>X</b> indicates the status of the <b>Bluetooth</b> service using systmctl on the host.

======Expected Value(s)======
Service not found
------------ OR ------------
does not contain regular expression list
:active:

======Current Value(s) - Last updated: 01/19/2026 at 20:03:45 (GMT+0000)======
inactive
","'-","3e771739-5146-4fed-9667-eb1f3ef4c3fd","Passed"
